host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
110.74.193.43;110.74.193.43;60802;7619;5100;1821306;KH;Cambodia;"""Phnom Penh""";2802;248;4;0;0;1;0
190.120.57.125;190.120.57.125;4145;7619;2600;3835994;AR;Argentina;"""Santa Rosa""";72;5;4;0;0;1;0
84.15.160.174;84.15.160.174;4145;7620;1420;598316;LT;Lithuania;Kaunas;1528;442;4;0;0;1;0
103.208.152.34;103.208.152.34;47492;7621;980;1261481;IN;India;"""New Delhi""";323;43;4;0;0;1;0
103.66.176.81;103.66.176.81;32251;7625;2340;1185241;BD;Bangladesh;Dhaka;101;77;4;0;0;1;0
43.245.192.126;43.245.192.126;39204;7625;1860;1210997;BD;Bangladesh;;74;17;4;0;0;1;0
176.36.89.203;176.36.89.203;60155;7630;3160;703448;UA;Ukraine;Kyiv;4246;402;4;0;0;1;0
80.241.253.210;80.241.253.210;4145;7634;3560;614540;GE;Georgia;;5015;370;4;0;0;1;0
201.184.175.90;201.184.175.90;4145;7634;2040;3686110;CO;Colombia;;2498;410;4;0;0;1;0
77.69.23.183;77.69.23.183;4145;7636;3600;390903;GR;Greece;;2955;518;4;0;0;1;0
210.245.51.65;210.245.51.65;4145;7636;5100;1581130;VN;Vietnam;Hanoi;2431;605;4;0;0;1;0
79.132.202.1;79.132.202.1;4145;7636;1080;130758;IR;Iran;;268;42;4;0;0;1;0
185.139.56.133;185.139.56.133;4145;7637;560;611717;GE;Georgia;Tbilisi;2907;579;4;0;0;1;0
45.112.0.43;45.112.0.43;4145;7637;1040;1259229;IN;India;Pune;2143;397;4;0;0;1;0
117.79.80.91;117.79.80.91;4145;7637;5100;2038349;CN;China;;34;50;4;0;0;1;0
119.18.148.2;119.18.148.2;4145;7638;5100;1205733;BD;Bangladesh;Chittagong;2406;436;4;0;0;1;0
200.77.186.161;200.77.186.161;4145;7639;4660;3895114;CL;Chile;;2063;345;4;0;0;1;0
41.180.64.254;41.180.64.254;80;7641;5100;993800;ZA;South Africa;Johannesburg;1014;139;1;1;0;0;0
202.162.222.166;202.162.222.166;4145;7642;2640;6605829;ID;Indonesia;Depok;2705;498;4;0;0;1;0
103.87.236.46;103.87.236.46;53993;7643;5100;1210997;BD;Bangladesh;;2248;398;4;0;0;1;0
202.141.241.36;202.141.241.36;4145;7646;3680;1172451;PK;Pakistan;Lahore;179;3;4;0;0;1;0
185.13.165.22;185.13.165.22;10801;7648;2340;3172653;IT;Italy;Montone;355;91;4;0;0;1;0
220.198.115.247;220.198.115.247;1080;7648;2260;1814991;CN;China;;48;1;4;0;0;1;0
200.77.186.219;200.77.186.219;4145;7649;1660;3871336;CL;Chile;Santiago;2077;375;4;0;0;1;0
181.114.38.108;181.114.38.108;4145;7649;1540;3835994;AR;Argentina;"""Santa Rosa""";176;8;4;0;0;1;0
190.244.145.209;190.244.145.209;4145;7649;1600;3433781;AR;Argentina;"""General Rodriguez""";116;3;4;0;0;1;0
201.174.19.158;201.174.19.158;38394;7649;1000;4013708;MX;Mexico;"""Ciudad Juárez""";45;0;4;0;0;1;0
110.78.138.52;110.78.138.52;4145;7650;1240;1609350;TH;Thailand;Bangkok;33;3;4;0;0;1;0
186.10.74.163;186.10.74.163;52264;7654;1400;3871336;CL;Chile;Santiago;1869;363;4;0;0;1;0
118.186.227.170;118.186.227.170;38738;7654;1780;2038349;CN;China;;173;55;4;0;0;1;0
114.130.92.14;114.130.92.14;51101;7656;2200;1210997;BD;Bangladesh;;124;31;4;0;0;1;0
103.18.78.54;103.18.78.54;30913;7656;2720;6605829;ID;Indonesia;Depok;235;57;4;0;0;1;0
43.245.202.95;43.245.202.95;32844;7658;1140;1821306;KH;Cambodia;"""Phnom Penh""";2635;321;4;0;0;1;0
203.194.21.241;203.194.21.241;4153;7658;1860;2077456;AU;Australia;;1894;468;4;0;0;1;0
115.31.142.164;115.31.142.164;10801;7659;4240;1605651;TH;Thailand;;123;32;4;0;0;1;0
202.62.99.170;202.62.99.170;4145;7662;1280;1655842;LA;Lao People's Democratic Republic;;468;104;4;0;0;1;0
45.127.134.252;45.127.134.252;1088;7663;1220;1621177;ID;Indonesia;Yogyakarta;60;1;4;0;0;1;0
202.40.190.54;202.40.190.54;3629;7665;4220;1185241;BD;Bangladesh;Dhaka;2837;320;4;0;0;1;0
118.179.163.36;118.179.163.36;46119;7666;1180;1185241;BD;Bangladesh;Dhaka;3633;300;4;0;0;1;0
103.57.80.53;103.57.80.53;4145;7667;2060;1277333;IN;India;Bengaluru;2527;481;4;0;0;1;0
105.29.67.20;105.29.67.20;4145;7667;1140;993800;ZA;South Africa;Johannesburg;1409;414;4;0;0;1;0
117.54.141.122;117.54.141.122;45526;7668;2300;1625084;ID;Indonesia;Tangerang;2617;528;4;0;0;1;0
89.25.21.54;89.25.21.54;4153;7668;500;727011;BG;Bulgaria;Sofia;240;27;4;0;0;1;0
185.212.250.200;185.212.250.200;47173;7669;4400;690791;UA;Ukraine;;848;271;4;0;0;1;0
87.124.164.13;87.124.164.13;4145;7670;3480;3117735;ES;Spain;Madrid;2638;587;4;0;0;1;0
116.0.37.130;116.0.37.130;61992;7670;4040;1168579;PK;Pakistan;;309;41;4;0;0;1;0
210.61.216.66;210.61.216.66;33990;7672;5100;1668284;TW;Taiwan;;4237;241;4;0;0;1;0
88.135.42.224;88.135.42.224;4145;7675;2600;130758;IR;Iran;;155;25;4;0;0;1;0
182.253.121.51;182.253.121.51;4145;7675;1320;1650357;ID;Indonesia;Bandung;64;1;4;0;0;1;0
120.50.56.137;120.50.56.137;40553;7677;1500;1733045;MY;Malaysia;;190;25;4;0;0;1;0
5.1.104.99;5.1.104.99;53841;7678;700;98182;IQ;Iraq;Baghdad;44;15;4;0;0;1;0
82.114.94.68;82.114.94.68;59311;7680;3440;783754;AL;Albania;;2217;507;4;0;0;1;0
78.134.90.115;78.134.90.115;51372;7681;3700;3175500;IT;Italy;Pallanza-Intra-Suna;1102;587;4;0;0;1;0
190.155.135.138;190.155.135.138;1080;7681;4100;3657509;EC;Ecuador;Guayaquil;3111;439;4;0;0;1;0
77.35.147.240;77.35.147.240;4145;7682;640;2019528;RU;Russian Federation;Nakhodka;84;0;4;0;0;1;0
85.198.133.19;85.198.133.19;30049;7684;3560;709930;UA;Ukraine;Dnipro;4057;296;4;0;0;1;0
114.104.137.184;114.104.137.184;1080;7686;1380;1818058;CN;China;;54;1;4;0;0;1;0
109.101.196.50;109.101.196.50;4145;7687;3320;675810;RO;Romania;Iasi;2616;636;4;0;0;1;0
185.34.18.181;185.34.18.181;10801;7687;1940;99237;IQ;Iraq;;233;80;4;0;0;1;0
202.137.10.180;202.137.10.180;31889;7688;1060;1642911;ID;Indonesia;Jakarta;207;33;4;0;0;1;0
181.113.35.6;181.113.35.6;41116;7691;1120;3652462;EC;Ecuador;Quito;3364;358;4;0;0;1;0
200.54.221.202;200.54.221.202;4145;7694;2340;3884448;CL;Chile;"""Las Condes""";2854;388;4;0;0;1;0
180.92.233.82;180.92.233.82;4145;7695;1300;1185241;BD;Bangladesh;Dhaka;2131;405;4;0;0;1;0
88.199.82.68;88.199.82.68;54194;7695;1300;3098288;PL;Poland;"""Grodzisk Wielkopolski""";458;172;4;0;0;1;0
124.41.211.84;124.41.211.84;31000;7696;4100;1283240;NP;Nepal;Kathmandu;2714;354;4;0;0;1;0
125.25.165.81;125.25.165.81;4153;7696;1120;1609350;TH;Thailand;Bangkok;709;168;4;0;0;1;0
36.92.124.2;36.92.124.2;4145;7696;1300;1643084;ID;Indonesia;;48;30;4;0;0;1;0
89.38.150.236;89.38.150.236;19614;7700;2440;2988507;FR;France;Paris;169;17;4;0;0;1;0
36.66.61.7;36.66.61.7;46118;7701;2020;1633070;ID;Indonesia;Palembang;1442;309;4;0;0;1;0
203.160.61.156;203.160.61.156;4145;7702;2480;1643084;ID;Indonesia;;2207;389;4;0;0;1;0
103.204.190.161;103.204.190.161;4145;7703;1140;11184442;IN;India;Savarkundla;66;50;4;0;0;1;0
194.28.222.1;194.28.222.1;50146;7705;3400;3085450;PL;Poland;"""Słupsk""";3904;419;4;0;0;1;0
202.166.205.87;202.166.205.87;58637;7708;1080;1283240;NP;Nepal;Kathmandu;2728;262;4;0;0;1;0
190.120.190.69;190.120.190.69;1080;7708;1520;3429053;AR;Argentina;"""San Francisco Solano""";97;8;4;0;0;1;0
188.121.108.190;188.121.108.190;1085;7709;740;130758;IR;Iran;;183;45;4;0;0;1;0
117.220.171.154;117.220.171.154;4153;7712;940;1269750;IN;India;;346;51;4;0;0;1;0
103.36.101.8;103.36.101.8;4145;7715;1300;1210997;BD;Bangladesh;;1761;428;4;0;0;1;0
169.239.45.78;169.239.45.78;11337;7721;4360;1007311;ZA;South Africa;Durban;392;109;4;0;0;1;0
200.27.119.93;200.27.119.93;4145;7722;1400;3871336;CL;Chile;Santiago;678;198;4;0;0;1;0
202.138.253.183;202.138.253.183;11337;7723;2100;1650357;ID;Indonesia;Bandung;75;1;4;0;0;1;0
109.61.112.53;109.61.112.53;54631;7726;3260;719819;HU;Hungary;;1870;613;4;0;0;1;0
185.90.166.78;185.90.166.78;40504;7726;3380;723559;SK;Slovakia;Snina;302;16;4;0;0;1;0
27.54.189.173;27.54.189.173;9999;7730;2920;1269750;IN;India;;887;703;4;0;0;1;1
187.189.74.203;187.189.74.203;10801;7734;4060;3985606;MX;Mexico;"""San Luis Potosí City""";903;437;4;0;0;1;0
14.102.52.1;14.102.52.1;10801;7735;980;1261481;IN;India;"""New Delhi""";374;111;4;0;0;1;0
182.52.51.36;182.52.51.36;41713;7737;1140;1609350;TH;Thailand;Bangkok;3620;370;4;0;0;1;0
103.224.33.84;103.224.33.84;4145;7739;5100;1269750;IN;India;;1985;433;4;0;0;1;0
103.31.109.59;103.31.109.59;4145;7739;2320;1627549;ID;Indonesia;Serang;264;124;4;0;0;1;0
41.72.203.182;41.72.203.182;37207;7741;1480;192950;KE;Kenya;;166;11;4;0;0;1;0
124.41.240.203;124.41.240.203;37704;7744;2100;1282988;NP;Nepal;;4059;293;4;0;0;1;0
103.57.80.40;103.57.80.40;4145;7746;1040;1277333;IN;India;Bengaluru;154;89;4;0;0;1;0
43.240.103.179;43.240.103.179;35994;7749;1120;1210997;BD;Bangladesh;;2384;272;4;0;0;1;0
182.163.111.150;182.163.111.150;40851;7749;1380;1210997;BD;Bangladesh;;673;15;4;0;0;1;0
80.78.76.81;80.78.76.81;40814;7750;1420;3183875;AL;Albania;Tirana;293;55;4;0;0;1;0
119.82.252.106;119.82.252.106;40782;7752;3000;1831722;KH;Cambodia;;2195;257;4;0;0;1;0
62.103.25.184;62.103.25.184;35798;7752;3560;264371;GR;Greece;Athens;618;78;4;0;0;1;0
45.7.238.250;45.7.238.250;33389;7752;980;3608814;HN;Honduras;;51;4;4;0;0;1;0
103.88.221.105;103.88.221.105;59365;7753;1840;1275339;IN;India;Mumbai;318;143;4;0;0;1;0
116.90.165.26;116.90.165.26;4145;7754;1280;1642911;ID;Indonesia;Jakarta;2476;571;4;0;0;1;0
109.122.101.169;109.122.101.169;4145;7754;1380;792680;RS;Serbia;Belgrade;77;153;4;0;0;1;0
59.62.127.150;59.62.127.150;4145;7754;1420;1806222;CN;China;;32;2;4;0;0;1;0
81.29.255.148;81.29.255.148;4145;7754;1220;128747;IR;Iran;Karaj;66;0;4;0;0;1;0
101.51.59.186;101.51.59.186;3629;7755;1100;1605651;TH;Thailand;;11;13;4;0;0;1;0
188.121.103.56;188.121.103.56;1085;7755;680;130758;IR;Iran;;189;2;4;0;0;1;0
176.36.210.201;176.36.210.201;61745;7756;1140;703448;UA;Ukraine;Kyiv;3407;293;4;0;0;1;0
158.140.173.212;158.140.173.212;44550;7759;4200;1633070;ID;Indonesia;Palembang;2619;338;4;0;0;1;0
118.70.220.116;118.70.220.116;4145;7761;2400;1581130;VN;Vietnam;Hanoi;2707;537;4;0;0;1;0
92.51.89.126;92.51.89.126;44659;7762;640;614540;GE;Georgia;;2659;322;4;0;0;1;0
180.211.243.222;180.211.243.222;4145;7763;2220;1336143;BD;Bangladesh;Pabna;83;7;4;0;0;1;0
45.65.65.18;45.65.65.18;4145;7764;500;2510769;ES;Spain;;1425;472;4;0;0;1;0
124.194.83.172;124.194.83.172;4145;7767;1680;1841610;KR;Korea;;1976;547;4;0;0;1;0
181.191.220.193;181.191.220.193;4145;7767;1480;3430589;AR;Argentina;"""Monte Grande""";593;496;4;0;0;1;0
112.78.38.106;112.78.38.106;61750;7767;2440;1627896;ID;Indonesia;Semarang;2639;350;4;0;0;1;0
89.37.2.110;89.37.2.110;4145;7767;1360;130758;IR;Iran;;38;12;4;0;0;1;0
116.213.52.252;116.213.52.252;4145;7768;2080;1643084;ID;Indonesia;;1466;442;4;0;0;1;0
109.224.1.210;109.224.1.210;46033;7768;1760;99237;IQ;Iraq;;1368;195;4;0;0;1;0
121.40.66.129;121.40.66.129;1080;7768;1400;1808926;CN;China;Hangzhou;798;139;4;0;0;1;0
202.169.32.138;202.169.32.138;1080;7768;1220;1642911;ID;Indonesia;Jakarta;422;21;4;0;0;1;0
186.24.13.82;186.24.13.82;59311;7768;2420;3637721;VE;Venezuela;"""La Guaira""";104;76;4;0;0;1;0
103.239.255.170;103.239.255.170;58733;7769;1640;1185241;BD;Bangladesh;Dhaka;4089;381;4;0;0;1;0
85.117.56.99;85.117.56.99;4145;7769;580;614540;GE;Georgia;;291;20;4;0;0;1;0
197.254.7.86;197.254.7.86;4145;7770;4480;184745;KE;Kenya;Nairobi;2123;348;4;0;0;1;0
190.214.1.26;190.214.1.26;35771;7771;1360;3658394;EC;Ecuador;;2663;293;4;0;0;1;0
221.215.147.2;221.215.147.2;49755;7771;2420;1797929;CN;China;Qingdao;333;52;4;0;0;1;0
181.112.224.246;181.112.224.246;35412;7772;1140;3658394;EC;Ecuador;;3767;280;4;0;0;1;0
117.102.108.178;117.102.108.178;1080;7773;5100;1643084;ID;Indonesia;;788;83;4;0;0;1;0
78.188.64.92;78.188.64.92;4145;7774;1620;745044;TR;Turkey;Istanbul;852;110;4;0;0;1;0
103.143.192.18;103.143.192.18;1080;7774;1560;1643084;ID;Indonesia;;104;12;4;0;0;1;0
178.150.139.189;178.150.139.189;38145;7775;1220;706483;UA;Ukraine;Kharkiv;934;99;4;0;0;1;0
103.124.111.6;103.124.111.6;34413;7775;2340;1185241;BD;Bangladesh;Dhaka;49;9;4;0;0;1;0
103.16.63.233;103.16.63.233;36517;7775;1940;1821306;KH;Cambodia;"""Phnom Penh""";91;2;4;0;0;1;0
36.90.19.212;36.90.19.212;4145;7775;1060;1650119;ID;Indonesia;Bantul;42;1;4;0;0;1;0
103.240.161.108;103.240.161.108;6667;7778;5100;1279233;IN;India;Ahmedabad;1299;751;4;0;0;1;1
178.212.172.146;178.212.172.146;4145;7779;660;3086391;PL;Poland;Rzyki;67;52;4;0;0;1;0
82.99.230.170;82.99.230.170;42537;7779;1760;130758;IR;Iran;;492;3;4;0;0;1;0
222.96.237.2;222.96.237.2;4145;7780;5100;1844708;KR;Korea;Haeundae;1744;562;4;0;0;1;0
176.223.11.5;176.223.11.5;34464;7780;500;668872;RO;Romania;Valcea;4009;401;4;0;0;1;0
181.225.65.106;181.225.65.106;4145;7783;4200;3686110;CO;Colombia;;2601;478;4;0;0;1;0
222.83.251.211;222.83.251.211;4145;7783;2640;1809867;CN;China;;99;17;4;0;0;1;0
81.12.169.126;81.12.169.126;4145;7784;3580;683506;RO;Romania;Bucharest;2199;589;4;0;0;1;0
36.90.18.167;36.90.18.167;4145;7788;4060;1650119;ID;Indonesia;Bantul;65;1;4;0;0;1;0
36.67.193.90;36.67.193.90;11337;7789;3900;1636544;ID;Indonesia;Manado;66;13;4;0;0;1;0
119.10.177.94;119.10.177.94;4145;7790;2020;1648473;ID;Indonesia;Bogor;2357;447;4;0;0;1;0
46.162.193.21;46.162.193.21;32761;7790;1680;616052;AM;Armenia;Yerevan;3570;309;4;0;0;1;0
185.162.0.74;185.162.0.74;10801;7791;1360;3042631;HU;Hungary;Zalahalap;848;324;4;0;0;1;0
202.136.123.254;202.136.123.254;4145;7794;1540;1835841;KR;Korea;;140;144;4;0;0;1;0
150.129.170.13;150.129.170.13;44502;7794;1060;1269750;IN;India;;72;21;4;0;0;1;0
124.120.234.150;124.120.234.150;4145;7794;1540;1609350;TH;Thailand;Bangkok;137;3;4;0;0;1;0
94.230.134.77;94.230.134.77;52425;7796;3160;1504343;RU;Russian Federation;Karpinsk;5649;477;4;0;0;1;0
185.82.136.41;185.82.136.41;36869;7796;680;112931;IR;Iran;Tehran;16;7;4;0;0;1;0
114.130.92.17;114.130.92.17;51101;7800;4220;1210997;BD;Bangladesh;;189;40;4;0;0;1;0
91.230.154.221;91.230.154.221;4145;7804;3980;2017370;RU;Russian Federation;;1607;366;4;0;0;1;0
190.52.193.97;190.52.193.97;44087;7804;1120;3653403;EC;Ecuador;Pasaje;4459;129;4;0;0;1;0
115.127.23.165;115.127.23.165;35294;7810;2680;1185241;BD;Bangladesh;Dhaka;112;27;4;0;0;1;0
116.232.65.218;116.232.65.218;4145;7810;2500;1796236;CN;China;Shanghai;127;8;4;0;0;1;0
110.169.80.161;110.169.80.161;4145;7811;1580;1609350;TH;Thailand;Bangkok;216;2;4;0;0;1;0
203.215.48.14;203.215.48.14;4145;7811;1180;1642911;ID;Indonesia;Jakarta;162;3;4;0;0;1;0
36.90.60.12;36.90.60.12;4145;7812;1040;1648580;ID;Indonesia;Blitar;44;0;4;0;0;1;0
89.108.154.123;89.108.154.123;4145;7813;600;272103;LB;Lebanon;;1951;570;4;0;0;1;0
178.239.215.71;178.239.215.71;1080;7813;560;3116689;ES;Spain;"""Miranda de Ebro""";27;9;4;0;0;1;0
211.35.72.46;211.35.72.46;4145;7814;1600;1835841;KR;Korea;;878;451;4;0;0;1;0
122.154.57.98;122.154.57.98;4145;7814;1340;1605651;TH;Thailand;;584;129;4;0;0;1;0
103.221.254.117;103.221.254.117;10801;7815;2300;1185241;BD;Bangladesh;Dhaka;633;90;4;0;0;1;0
36.67.253.103;36.67.253.103;4153;7817;2480;8314434;ID;Indonesia;Batam;2118;388;4;0;0;1;0
202.62.9.187;202.62.9.187;35707;7823;2520;1642911;ID;Indonesia;Jakarta;2912;426;4;0;0;1;0
116.100.254.172;116.100.254.172;4145;7825;5100;1566083;VN;Vietnam;"""Ho Chi Minh City""";183;7;4;0;0;1;0
193.239.101.99;193.239.101.99;4145;7826;3400;3095058;PL;Poland;Kostrzyn;632;161;4;0;0;1;0
125.167.54.25;125.167.54.25;4145;7827;2040;1634131;ID;Indonesia;Nganjuk;68;2;4;0;0;1;0
190.171.190.214;190.171.190.214;4145;7828;1320;3884448;CL;Chile;"""Las Condes""";193;22;4;0;0;1;0
119.10.180.47;119.10.180.47;4145;7828;1160;1625084;ID;Indonesia;Tangerang;33;0;4;0;0;1;0
191.103.254.145;191.103.254.145;52973;7829;2120;3682631;CO;Colombia;Envigado;2726;239;4;0;0;1;0
196.216.220.204;196.216.220.204;57856;7830;820;2409306;SL;Sierra Leone;Freetown;1346;126;4;0;0;1;0
109.94.115.108;109.94.115.108;4145;7831;3960;6290252;RS;Serbia;;431;88;4;0;0;1;0
95.189.78.2;95.189.78.2;31171;7832;3380;2025339;RU;Russian Federation;Chita;1343;568;4;0;0;1;0
121.122.50.157;121.122.50.157;4145;7835;1180;1735158;MY;Malaysia;"""Petaling Jaya""";1610;458;4;0;0;1;0
105.179.5.218;105.179.5.218;4145;7835;1420;202061;RW;Rwanda;Kigali;65;10;4;0;0;1;0
81.12.91.139;81.12.91.139;4145;7835;4020;130758;IR;Iran;;5;1;4;0;0;1;0
118.174.47.182;118.174.47.182;4145;7836;2140;1605651;TH;Thailand;;3558;540;4;0;0;1;0
84.47.226.66;84.47.226.66;4145;7836;1940;130758;IR;Iran;;142;12;4;0;0;1;0
182.52.238.37;182.52.238.37;3629;7837;1120;1607532;TH;Thailand;Ayutthaya;1669;118;4;0;0;1;0
203.150.113.172;203.150.113.172;14153;7837;1580;1611439;TH;Thailand;Chachoengsao;158;1;4;0;0;1;0
117.252.70.233;117.252.70.233;59341;7838;1080;1278860;IN;India;Ambala;33;1;4;0;0;1;0
46.209.0.98;46.209.0.98;1080;7839;800;130758;IR;Iran;;987;93;4;0;0;1;0
31.134.124.211;31.134.124.211;4145;7839;1160;703448;UA;Ukraine;Kyiv;522;14;4;0;0;1;0
80.72.121.179;80.72.121.179;4145;7842;3120;524901;RU;Russian Federation;Moscow;4062;725;4;0;0;1;0
186.42.252.122;186.42.252.122;52960;7850;1140;3658394;EC;Ecuador;;1564;290;4;0;0;1;0
106.240.86.211;106.240.86.211;4145;7851;1640;1835848;KR;Korea;Seoul;2875;639;4;0;0;1;0
186.46.138.194;186.46.138.194;38983;7851;1180;3652462;EC;Ecuador;Quito;3385;192;4;0;0;1;0
78.165.64.138;78.165.64.138;4145;7853;660;298333;TR;Turkey;Sanliurfa;93;4;4;0;0;1;0
37.32.10.37;37.32.10.37;1085;7853;780;130758;IR;Iran;;148;2;4;0;0;1;0
83.103.206.56;83.103.206.56;54321;7854;3500;665087;RO;Romania;"""Timișoara""";1164;255;4;0;0;1;0
181.31.159.53;181.31.159.53;4145;7854;2660;3860259;AR;Argentina;Córdoba;102;12;4;0;0;1;0
109.245.240.153;109.245.240.153;4145;7856;1400;792680;RS;Serbia;Belgrade;1620;630;4;0;0;1;0
101.228.75.17;101.228.75.17;4145;7857;5100;1796236;CN;China;Shanghai;185;29;4;0;0;1;0
27.72.122.228;27.72.122.228;51067;7859;5000;1562822;VN;Vietnam;;1118;266;4;0;0;1;0
103.25.3.82;103.25.3.82;48806;7863;2300;1259229;IN;India;Pune;752;98;4;0;0;1;0
200.77.186.211;200.77.186.211;4145;7866;2540;3871336;CL;Chile;Santiago;2146;344;4;0;0;1;0
185.46.223.198;185.46.223.198;51327;7866;1160;702550;UA;Ukraine;Lviv;4041;618;4;0;0;1;0
111.76.67.30;111.76.67.30;4145;7868;2440;1806222;CN;China;;55;1;4;0;0;1;0
154.72.48.237;154.72.48.237;1080;7869;1280;49747;SO;Somalia;Oddur;146;15;4;0;0;1;0
41.223.232.206;41.223.232.206;4145;7869;1980;2361477;BF;Burkina Faso;Dédougou;70;2;4;0;0;1;0
80.91.125.99;80.91.125.99;4145;7871;740;3183875;AL;Albania;Tirana;769;100;4;0;0;1;0
36.89.94.139;36.89.94.139;43028;7873;3080;1642911;ID;Indonesia;Jakarta;1587;451;4;0;0;1;0
79.130.203.13;79.130.203.13;4145;7873;3400;260114;GR;Greece;Chania;191;25;4;0;0;1;0
203.160.57.43;203.160.57.43;4145;7874;4020;1643084;ID;Indonesia;;888;357;4;0;0;1;0
139.99.104.233;139.99.104.233;36012;7874;2280;1880251;SG;Singapore;;181;6;4;0;0;1;1
113.22.98.244;113.22.98.244;4145;7876;5100;1581130;VN;Vietnam;Hanoi;2855;591;4;0;0;1;0
221.121.12.238;221.121.12.238;47012;7877;1380;1566083;VN;Vietnam;"""Ho Chi Minh City""";4272;419;4;0;0;1;0
116.58.232.149;116.58.232.149;4145;7878;2580;1609350;TH;Thailand;Bangkok;11;6;4;0;0;1;0
217.21.124.194;217.21.124.194;4145;7879;1020;192950;KE;Kenya;;1155;445;4;0;0;1;0
188.225.179.98;188.225.179.98;57090;7880;540;281114;PS;Palestinian Territory;"""Nahal Qatif""";609;59;4;0;0;1;0
218.26.101.226;218.26.101.226;53813;7882;2500;11443501;CN;China;Taiyuanshi;189;66;4;0;0;1;0
117.252.71.9;117.252.71.9;59341;7882;3220;1278860;IN;India;Ambala;57;1;4;0;0;1;0
112.222.61.180;112.222.61.180;4145;7883;1680;1835848;KR;Korea;Seoul;1932;532;4;0;0;1;0
202.186.209.0;202.186.209.0;4145;7884;1160;1732903;MY;Malaysia;"""Shah Alam""";161;8;4;0;0;1;0
188.121.105.55;188.121.105.55;1080;7884;1720;130758;IR;Iran;;35;7;4;0;0;1;0
121.101.130.17;121.101.130.17;4145;7888;5100;1621177;ID;Indonesia;Yogyakarta;1981;472;4;0;0;1;0
113.161.129.13;113.161.129.13;4145;7889;1520;1562414;VN;Vietnam;"""Vũng Tàu""";2508;702;4;0;0;1;0
195.206.4.16;195.206.4.16;48006;7891;940;3173435;IT;Italy;Milan;3550;554;4;0;0;1;0
118.97.53.99;118.97.53.99;32468;7894;3120;1642911;ID;Indonesia;Jakarta;405;56;4;0;0;1;0
36.81.1.50;36.81.1.50;8291;7895;2280;1625812;ID;Indonesia;Surakarta;18;3;4;0;0;1;0
181.113.34.86;181.113.34.86;48024;7897;1120;3652462;EC;Ecuador;Quito;1998;181;4;0;0;1;0
119.82.253.177;119.82.253.177;61163;7898;5100;1821306;KH;Cambodia;"""Phnom Penh""";1859;288;4;0;0;1;0
109.224.55.10;109.224.55.10;53092;7899;1680;99237;IQ;Iraq;;27;57;4;0;0;1;0
200.54.218.82;200.54.218.82;4145;7901;1320;3870306;CL;Chile;Talagante;2665;392;4;0;0;1;0
202.169.37.122;202.169.37.122;56600;7901;5100;1642911;ID;Indonesia;Jakarta;772;187;4;0;0;1;0
210.245.51.14;210.245.51.14;4145;7904;1400;1581130;VN;Vietnam;Hanoi;2200;643;4;0;0;1;0
79.175.28.69;79.175.28.69;1080;7904;3420;2017370;RU;Russian Federation;;400;62;4;0;0;1;0
45.116.3.249;45.116.3.249;4145;7905;940;1278359;IN;India;Arpora;1279;436;4;0;0;1;0
117.196.235.177;117.196.235.177;8291;7910;2020;1271308;IN;India;Ghaziabad;40;2;4;0;0;1;0
103.56.207.230;103.56.207.230;11337;7913;1320;1643084;ID;Indonesia;;389;119;4;0;0;1;0
89.133.180.22;89.133.180.22;41283;7914;520;3054643;HU;Hungary;Budapest;3719;451;4;0;0;1;0
94.139.163.77;94.139.163.77;4145;7914;780;130758;IR;Iran;;327;35;4;0;0;1;0
154.72.199.38;154.72.199.38;57836;7917;2020;232422;UG;Uganda;Kampala;3820;277;4;0;0;1;0
77.46.146.244;77.46.146.244;44550;7918;3540;6290252;RS;Serbia;;2358;389;4;0;0;1;0
91.72.180.37;91.72.180.37;51327;7922;900;292223;AE;United Arab Emirates;Dubai;264;100;4;0;0;1;0
118.69.56.68;118.69.56.68;53118;7925;3960;1566083;VN;Vietnam;"""Ho Chi Minh City""";67;25;4;0;0;1;0
113.53.29.88;113.53.29.88;4145;7926;1160;1605651;TH;Thailand;;2561;567;4;0;0;1;0
181.196.247.162;181.196.247.162;50057;7928;1220;3657509;EC;Ecuador;Guayaquil;380;69;4;0;0;1;0
182.253.108.50;182.253.108.50;30448;7930;5100;1631648;ID;Indonesia;Pemalang;1387;355;4;0;0;1;0
118.172.47.97;118.172.47.97;51327;7933;4160;1605651;TH;Thailand;;3042;559;4;0;0;1;0
191.97.53.43;191.97.53.43;59341;7937;1260;3941584;PE;Peru;Cusco;1000;53;4;0;0;1;0
186.46.250.82;186.46.250.82;47504;7938;1220;3658394;EC;Ecuador;;3544;190;4;0;0;1;0
203.176.141.166;203.176.141.166;4145;7938;2660;1821306;KH;Cambodia;"""Phnom Penh""";131;2;4;0;0;1;0
181.211.101.90;181.211.101.90;4153;7941;1180;3652462;EC;Ecuador;Quito;3527;308;4;0;0;1;0
118.174.234.28;118.174.234.28;44436;7942;1180;1605651;TH;Thailand;;227;1;4;0;0;1;0
185.173.245.127;185.173.245.127;47801;7943;1180;617790;MD;Moldova;;43;28;4;0;0;1;0
178.216.0.168;178.216.0.168;39316;7943;3120;706483;UA;Ukraine;Kharkiv;246;24;4;0;0;1;0
116.199.169.1;116.199.169.1;4145;7944;1380;1261653;IN;India;Navsari;337;296;4;0;0;1;0
