host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
77.79.253.231;77.79.253.231;80;64;3360;3094802;PL;Poland;Krakow;202;457;2;1;0;0;0
120.132.52.242;120.132.52.242;8888;73;3020;1816670;CN;China;Beijing;267;10;4;1;0;0;0
180.150.191.243;180.150.191.243;8888;76;1020;1816670;CN;China;Beijing;557;10;4;1;0;0;0
106.75.140.148;106.75.140.148;8888;76;2140;1796231;CN;China;;634;6;4;1;0;0;0
106.75.140.205;106.75.140.205;8888;76;1100;1796231;CN;China;;259;7;4;1;0;0;0
120.132.52.91;120.132.52.91;8888;77;900;1816670;CN;China;Beijing;300;3;4;1;0;0;0
180.150.191.219;180.150.191.219;8888;77;900;1816670;CN;China;Beijing;310;12;4;1;0;0;0
120.132.53.31;120.132.53.31;8888;77;1700;1816670;CN;China;Beijing;239;5;4;1;0;0;0
120.132.53.18;120.132.53.18;8888;77;1940;1816670;CN;China;Beijing;200;11;4;1;0;0;0
120.132.52.234;120.132.52.234;8888;77;1100;1816670;CN;China;Beijing;374;6;4;1;0;0;0
120.132.52.102;120.132.52.102;8888;77;920;1816670;CN;China;Beijing;255;8;4;1;0;0;0
106.75.135.253;106.75.135.253;8888;77;1140;1796231;CN;China;;361;3;4;1;0;0;0
152.231.27.54;152.231.27.54;999;80;3640;3686110;CO;Colombia;;100;165;1;1;0;0;0
177.86.158.102;177.86.158.102;38500;83;3600;3451190;BR;Brazil;"""Rio de Janeiro""";95;163;4;1;0;0;0
200.89.174.105;200.89.174.105;8080;84;5100;3435910;AR;Argentina;"""Buenos Aires""";167;23;3;1;0;0;0
182.253.121.14;182.253.121.14;8080;84;2840;1650357;ID;Indonesia;Bandung;33;38;1;1;0;0;0
92.247.179.194;92.247.179.194;4145;87;3360;727011;BG;Bulgaria;Sofia;337;291;4;0;0;1;0
62.122.201.241;62.122.201.241;46176;87;2720;707471;UA;Ukraine;Ivano-Frankivsk;1080;929;4;1;0;0;0
218.75.102.198;218.75.102.198;8000;87;1400;1784764;CN;China;;87;93;4;1;0;0;0
120.132.52.130;120.132.52.130;8888;88;5100;1816670;CN;China;Beijing;256;9;4;1;0;0;0
120.132.53.35;120.132.53.35;8888;88;3320;1816670;CN;China;Beijing;385;8;4;1;0;0;0
106.75.140.169;106.75.140.169;8888;88;1060;1796231;CN;China;;353;5;4;1;0;0;0
41.218.224.30;41.218.224.30;8080;88;2180;2300660;GH;Ghana;;39;62;1;1;0;0;0
36.90.23.120;36.90.23.120;3128;88;3820;1214520;ID;Indonesia;Medan;33;12;1;1;0;0;0
120.132.52.246;120.132.52.246;8888;89;960;1816670;CN;China;Beijing;600;6;4;1;0;0;0
120.132.52.113;120.132.52.113;8888;89;1660;1816670;CN;China;Beijing;380;5;4;1;0;0;0
120.132.52.141;120.132.52.141;8888;89;1900;1816670;CN;China;Beijing;310;6;4;1;0;0;0
120.132.52.135;120.132.52.135;8888;89;2920;1816670;CN;China;Beijing;285;10;4;1;0;0;0
106.75.140.192;106.75.140.192;8888;90;1080;1796231;CN;China;;430;5;4;1;0;0;0
180.150.191.205;180.150.191.205;8888;90;1020;1816670;CN;China;Beijing;432;8;4;1;0;0;0
120.132.52.140;120.132.52.140;8888;90;1040;1816670;CN;China;Beijing;503;11;4;1;0;0;0
106.75.140.167;106.75.140.167;8888;90;1120;1796231;CN;China;;44;5;4;1;0;0;0
120.132.52.104;120.132.52.104;8888;90;3940;1816670;CN;China;Beijing;506;6;4;1;0;0;0
180.150.191.156;180.150.191.156;8888;90;1000;1816670;CN;China;Beijing;246;3;4;1;0;0;0
120.132.52.24;120.132.52.24;8888;90;4280;1816670;CN;China;Beijing;374;6;4;1;0;0;0
120.132.52.89;120.132.52.89;8888;90;2060;1816670;CN;China;Beijing;30;1;4;1;0;0;0
79.123.136.96;79.123.136.96;3128;91;1720;315373;TR;Turkey;Erzincan;3932;51;4;0;1;0;0
177.22.225.237;177.22.225.237;3128;91;1220;3462315;BR;Brazil;"""Governador Valadares""";1363;18;1;1;0;0;0
106.75.140.199;106.75.140.199;8888;91;1040;1796231;CN;China;;497;10;4;1;0;0;0
120.132.52.21;120.132.52.21;8888;91;2560;1816670;CN;China;Beijing;479;10;4;1;0;0;0
106.75.140.131;106.75.140.131;8888;91;1160;1796231;CN;China;;389;5;4;1;0;0;0
177.125.253.200;177.125.253.200;3128;91;1160;3471872;BR;Brazil;Aracaju;863;13;1;1;0;0;0
106.75.140.78;106.75.140.78;8888;91;1040;1796231;CN;China;;542;7;4;1;0;0;0
180.150.191.216;180.150.191.216;8888;91;1560;1816670;CN;China;Beijing;526;13;4;1;0;0;0
106.75.140.202;106.75.140.202;8888;91;1060;1796231;CN;China;;337;7;4;1;0;0;0
180.150.191.197;180.150.191.197;8888;91;1760;1816670;CN;China;Beijing;149;7;4;1;0;0;0
120.132.53.16;120.132.53.16;8888;91;1800;1816670;CN;China;Beijing;322;8;4;1;0;0;0
180.150.191.242;180.150.191.242;8888;91;3880;1816670;CN;China;Beijing;358;10;4;1;0;0;0
120.132.52.189;120.132.52.189;8888;91;1260;1816670;CN;China;Beijing;253;10;4;1;0;0;0
106.75.140.188;106.75.140.188;8888;91;1040;1796231;CN;China;;369;6;4;1;0;0;0
106.75.140.35;106.75.140.35;8888;91;1260;1796231;CN;China;;316;6;4;1;0;0;0
106.75.140.120;106.75.140.120;8888;91;1060;1796231;CN;China;;413;5;4;1;0;0;0
120.132.52.127;120.132.52.127;8888;91;3180;1816670;CN;China;Beijing;450;3;4;1;0;0;0
120.132.53.11;120.132.53.11;8888;91;2860;1816670;CN;China;Beijing;255;8;4;1;0;0;0
120.132.52.152;120.132.52.152;8888;91;920;1816670;CN;China;Beijing;342;8;4;1;0;0;0
106.75.140.155;106.75.140.155;8888;91;1020;1796231;CN;China;;548;2;4;1;0;0;0
120.132.52.18;120.132.52.18;8888;91;1900;1816670;CN;China;Beijing;390;6;4;1;0;0;0
180.150.191.244;180.150.191.244;8888;91;940;1816670;CN;China;Beijing;158;5;4;1;0;0;0
120.132.52.236;120.132.52.236;8888;91;1000;1816670;CN;China;Beijing;310;4;4;1;0;0;0
106.75.140.162;106.75.140.162;8888;91;1080;1796231;CN;China;;218;1;4;1;0;0;0
75.103.147.89;75.103.147.89;8080;91;2040;4255948;US;United States;Cloverdale;217;33;1;1;0;0;0
120.132.53.15;120.132.53.15;8888;92;880;1816670;CN;China;Beijing;591;15;4;1;0;0;0
106.75.140.116;106.75.140.116;8888;92;2180;1796231;CN;China;;418;8;4;1;0;0;0
180.150.191.213;180.150.191.213;8888;92;2900;1816670;CN;China;Beijing;268;11;4;1;0;0;0
180.150.191.215;180.150.191.215;8888;92;1880;1816670;CN;China;Beijing;200;10;4;1;0;0;0
106.75.140.179;106.75.140.179;8888;92;2100;1796231;CN;China;;274;7;4;1;0;0;0
120.132.52.226;120.132.52.226;8888;92;2240;1816670;CN;China;Beijing;322;8;4;1;0;0;0
106.75.140.83;106.75.140.83;8888;92;2180;1796231;CN;China;;504;3;4;1;0;0;0
120.132.52.184;120.132.52.184;8888;92;2540;1816670;CN;China;Beijing;222;5;4;1;0;0;0
120.132.53.4;120.132.53.4;8888;92;1240;1816670;CN;China;Beijing;300;7;4;1;0;0;0
120.132.52.97;120.132.52.97;8888;93;1900;1816670;CN;China;Beijing;571;7;4;1;0;0;0
106.75.140.220;106.75.140.220;8888;93;1220;1796231;CN;China;;552;12;4;1;0;0;0
106.75.135.245;106.75.135.245;8888;93;1280;1796231;CN;China;;323;7;4;1;0;0;0
106.75.140.57;106.75.140.57;8888;93;1280;1796231;CN;China;;561;3;4;1;0;0;0
120.132.52.131;120.132.52.131;8888;93;1240;1816670;CN;China;Beijing;300;7;4;1;0;0;0
106.75.135.250;106.75.135.250;8888;93;1260;1796231;CN;China;;234;4;4;1;0;0;0
185.120.36.150;185.120.36.150;8080;94;560;3183875;AL;Albania;Tirana;587;661;1;1;0;0;0
139.162.78.109;139.162.78.109;3128;98;4260;1850147;JP;Japan;Tokyo;7702;159;4;1;0;0;0
139.59.109.156;139.59.109.156;8080;102;1660;1880252;SG;Singapore;Singapore;10680;225;4;1;0;0;0
139.59.61.229;139.59.61.229;3128;103;1360;1277333;IN;India;Bengaluru;8873;208;4;1;0;0;0
124.75.27.102;124.75.27.102;8080;103;1120;1796231;CN;China;;45;7;3;1;0;0;0
197.210.246.30;197.210.246.30;8080;110;3780;10418712;NG;Nigeria;"""Satellite Town""";5201;11124;1;1;0;0;0
213.178.38.246;213.178.38.246;38978;112;2920;482283;RU;Russian Federation;Tolyatti;126;195;4;1;0;0;0
41.191.205.122;41.191.205.122;9999;117;5100;932692;LS;Lesotho;;174;41;4;0;0;1;1
5.79.83.132;5.79.83.132;42332;117;1680;2750405;NL;Netherlands;;229;32;4;0;0;1;0
174.70.241.8;174.70.241.8;24398;118;5100;6252001;US;United States;;3836;974;4;0;0;0;1
64.90.53.23;64.90.53.23;1146;118;3860;5330582;US;United States;Brea;24;14;4;0;0;1;0
166.62.43.205;166.62.43.205;49683;121;2860;5313457;US;United States;Scottsdale;4377;795;4;0;0;1;1
144.91.121.20;144.91.121.20;8080;123;540;2861650;DE;Germany;Nuremberg;964;203;4;1;0;0;0
47.94.19.105;47.94.19.105;3001;124;3580;1808926;CN;China;Hangzhou;1778;664;4;0;0;1;0
79.143.180.10;79.143.180.10;3834;124;1220;2867714;DE;Germany;Munich;464;37;4;0;0;1;1
85.21.63.219;85.21.63.219;53281;125;4960;501175;RU;Russian Federation;Rostov-on-Don;5961;2301;4;1;0;0;0
177.241.245.226;177.241.245.226;37415;125;5100;3984717;MX;Mexico;"""Santa Ana""";221;421;4;1;0;0;0
91.209.108.168;91.209.108.168;22509;125;2180;2510769;ES;Spain;;525;61;4;0;0;0;1
45.55.159.57;45.55.159.57;62243;125;5100;5096699;US;United States;Clifton;456;23;4;0;0;0;1
14.29.247.69;14.29.247.69;1081;127;1460;1809935;CN;China;;1092;55;4;0;0;1;0
200.89.178.208;200.89.178.208;3128;127;1740;3854895;AR;Argentina;"""Granadero Baigorria""";431;89;3;1;0;0;0
117.1.16.131;117.1.16.131;8080;128;1460;1562822;VN;Vietnam;;2884;52;4;1;1;0;1
68.188.63.149;68.188.63.149;54395;129;860;4386970;US;United States;Foristell;2552;1164;4;0;0;1;0
132.148.159.44;132.148.159.44;38527;130;4640;5313457;US;United States;Scottsdale;228;96;4;0;0;1;0
45.55.23.78;45.55.23.78;1080;131;1780;5391959;US;United States;"""San Francisco""";28636;159;4;0;0;0;1
111.230.138.177;111.230.138.177;1080;131;2320;1816670;CN;China;Beijing;241;69;4;0;0;1;1
176.9.119.170;176.9.119.170;1080;132;780;2921044;DE;Germany;;26161;223;4;0;0;0;1
46.4.96.137;46.4.96.137;1080;132;940;2921044;DE;Germany;;24463;316;4;0;0;0;1
67.205.149.230;67.205.149.230;1080;132;1160;5101879;US;United States;"""North Bergen""";31844;257;4;0;0;0;1
195.138.92.152;195.138.92.152;35245;132;1220;698740;UA;Ukraine;Odesa;1913;1353;4;1;0;0;0
200.89.178.19;200.89.178.19;8080;132;2080;3854895;AR;Argentina;"""Granadero Baigorria""";399;61;3;1;0;0;0
188.226.141.211;188.226.141.211;1080;133;680;2759794;NL;Netherlands;Amsterdam;26323;164;4;0;0;0;1
207.154.231.211;207.154.231.211;1080;133;660;2925533;DE;Germany;"""Frankfurt am Main""";27980;193;4;0;0;0;1
138.68.161.14;138.68.161.14;1080;133;720;2643743;GB;United Kingdom;London;26981;188;4;0;0;0;1
47.74.186.203;47.74.186.203;8081;133;2440;1880252;SG;Singapore;Singapore;362;86;4;0;0;0;1
173.212.202.65;173.212.202.65;80;134;400;2921044;DE;Germany;;47038;2240;4;1;0;0;0
185.237.99.101;185.237.99.101;80;134;260;2643743;GB;United Kingdom;London;466;109;4;1;0;0;0
67.201.33.5;67.201.33.5;4145;134;3160;5345860;US;United States;"""El Segundo""";712;3;4;0;0;1;1
67.201.33.3;67.201.33.3;4145;138;2300;5345860;US;United States;"""El Segundo""";754;4;4;0;0;1;1
166.62.43.205;166.62.43.205;43854;138;3660;5313457;US;United States;Scottsdale;270;6;4;0;0;1;1
66.110.216.221;66.110.216.221;39603;140;1520;6252001;US;United States;;7010;1688;4;0;0;1;1
122.201.112.114;122.201.112.114;80;141;1980;2147714;AU;Australia;Sydney;4800;61;3;1;0;0;0
173.245.239.223;173.245.239.223;1080;141;1260;6252001;US;United States;;1905;172;4;0;0;1;1
159.138.1.185;159.138.1.185;80;142;1280;1819730;HK;Hong Kong;;4429;1659;4;1;0;0;0
88.198.50.103;88.198.50.103;1080;143;840;2861650;DE;Germany;Nuremberg;39855;416;4;0;0;0;1
162.243.107.120;162.243.107.120;1080;143;1160;5128581;US;United States;"""New York""";29229;336;4;0;0;0;1
67.205.146.29;67.205.146.29;1080;143;1500;5101879;US;United States;"""North Bergen""";30636;219;4;0;0;0;1
88.198.50.103;88.198.50.103;8080;143;980;2861650;DE;Germany;Nuremberg;18490;243;4;1;0;0;0
182.19.41.145;182.19.41.145;80;143;940;1275817;IN;India;Bhubaneswar;5265;698;4;1;0;0;0
24.172.225.122;24.172.225.122;3629;143;840;4578737;US;United States;Florence;5169;8;4;0;0;1;0
50.246.4.13;50.246.4.13;43708;143;860;4180439;US;United States;Atlanta;3558;126;4;0;0;1;0
188.226.141.127;188.226.141.127;1080;144;680;2759794;NL;Netherlands;Amsterdam;26568;162;4;0;0;0;1
207.154.231.212;207.154.231.212;1080;144;660;2925533;DE;Germany;"""Frankfurt am Main""";28345;206;4;0;0;0;1
207.154.231.217;207.154.231.217;1080;144;640;2925533;DE;Germany;"""Frankfurt am Main""";28839;143;4;0;0;0;1
207.154.231.213;207.154.231.213;1080;144;640;2925533;DE;Germany;"""Frankfurt am Main""";27674;164;4;0;0;0;1
138.68.173.29;138.68.173.29;1080;144;740;2643743;GB;United Kingdom;London;26820;187;4;0;0;0;1
138.68.161.60;138.68.161.60;1080;144;740;2643743;GB;United Kingdom;London;26771;190;4;0;0;0;1
138.68.165.154;138.68.165.154;1080;144;740;2643743;GB;United Kingdom;London;26281;185;4;0;0;0;1
139.59.169.246;139.59.169.246;1080;144;720;2643743;GB;United Kingdom;London;14637;104;4;0;0;0;1
188.226.141.211;188.226.141.211;3128;144;580;2750405;NL;Netherlands;;11760;250;4;1;0;0;0
207.154.231.217;207.154.231.217;3128;144;620;5128581;US;United States;"""New York""";13772;300;4;1;0;0;0
188.226.141.61;188.226.141.61;3128;144;560;2750405;NL;Netherlands;;10618;287;4;1;0;0;0
138.68.173.29;138.68.173.29;3128;144;580;5128581;US;United States;"""New York""";13590;378;4;1;0;0;0
82.196.11.105;82.196.11.105;1080;144;700;2759794;NL;Netherlands;Amsterdam;7174;57;4;0;0;0;1
45.221.77.82;45.221.77.82;8080;147;3060;226074;UG;Uganda;;351;617;1;1;0;0;0
213.58.196.146;213.58.196.146;61221;156;540;2267057;PT;Portugal;Lisbon;473;82;4;0;0;1;0
176.210.99.14;176.210.99.14;4145;165;280;2017370;RU;Russian Federation;;1038;265;4;0;0;1;0
31.163.198.162;31.163.198.162;49163;165;280;1497917;RU;Russian Federation;Nefteyugansk;278;58;4;0;0;1;0
124.41.240.126;124.41.240.126;31302;170;4860;1283240;NP;Nepal;Kathmandu;91;140;4;1;0;0;0
109.226.207.105;109.226.207.105;8080;172;3720;1502026;RU;Russian Federation;Krasnoyarsk;106;124;1;1;0;0;0
149.56.191.12;149.56.191.12;8080;180;680;6077243;CA;Canada;Montreal;672;875;1;1;0;0;0
103.250.166.16;103.250.166.16;48340;185;4940;1271717;IN;India;Gandhidham;1445;936;4;1;0;0;0
185.33.34.76;185.33.34.76;42293;185;5100;783754;AL;Albania;;229;358;4;1;0;0;0
202.166.207.218;202.166.207.218;56576;186;2000;1283240;NP;Nepal;Kathmandu;637;849;4;1;0;0;0
182.23.81.82;182.23.81.82;3128;187;2960;1642911;ID;Indonesia;Jakarta;43;111;4;1;0;0;0
109.86.219.179;109.86.219.179;53438;190;1680;706483;UA;Ukraine;Kharkiv;388;503;4;1;0;0;0
132.148.159.44;132.148.159.44;48790;190;5100;5313457;US;United States;Scottsdale;412;126;4;0;0;0;1
1.0.0.123;1.0.0.123;80;191;240;8349238;AU;Australia;"""Parafield Gardens""";2164;0;1;1;0;0;0
62.109.15.27;62.109.15.27;3128;192;1240;2017370;RU;Russian Federation;;128;183;4;1;1;0;0
200.89.178.197;200.89.178.197;80;193;1220;3841956;AR;Argentina;Paraná;131;6;3;1;0;0;0
66.110.216.105;66.110.216.105;39431;196;1260;6252001;US;United States;;10860;6264;4;0;0;1;1
98.143.145.30;98.143.145.30;62353;197;1240;5368361;US;United States;"""Los Angeles""";7947;1417;4;0;0;1;1
70.169.150.186;70.169.150.186;48678;197;2540;4779999;US;United States;Portsmouth;318;258;1;1;0;0;0
138.197.157.60;138.197.157.60;1080;198;1440;6167865;CA;Canada;Toronto;28296;195;4;0;0;0;1
138.68.240.218;138.68.240.218;1080;198;1780;5393015;US;United States;"""Santa Clara""";26563;134;4;0;0;0;1
139.59.64.9;139.59.64.9;1080;198;1680;1277333;IN;India;Bengaluru;6044;84;4;0;0;0;1
198.50.251.188;198.50.251.188;808;198;660;6077243;CA;Canada;Montreal;845;431;4;1;1;0;0
198.199.119.119;198.199.119.119;1080;198;1780;5391959;US;United States;"""San Francisco""";7827;37;4;0;0;0;1
176.9.75.42;176.9.75.42;1080;199;780;2921044;DE;Germany;;24005;280;4;0;0;0;1
67.205.132.241;67.205.132.241;1080;199;1160;5101879;US;United States;"""North Bergen""";17525;157;4;0;0;0;1
139.162.78.109;139.162.78.109;1080;199;3720;1850147;JP;Japan;Tokyo;4272;21;4;0;0;0;1
178.62.193.19;178.62.193.19;1080;200;660;2759794;NL;Netherlands;Amsterdam;26197;195;4;0;0;0;1
173.245.239.223;173.245.239.223;16938;200;1800;6252001;US;United States;;5690;1586;4;0;0;1;1
47.52.152.44;47.52.152.44;80;201;1240;1819730;HK;Hong Kong;;1987;32;3;1;0;0;0
138.197.157.45;138.197.157.45;1080;202;1460;6167865;CA;Canada;Toronto;27846;239;4;0;0;0;1
139.59.99.63;139.59.99.63;1080;202;2000;1880252;SG;Singapore;Singapore;24040;191;4;0;0;0;1
139.59.101.223;139.59.101.223;1080;202;2000;1880252;SG;Singapore;Singapore;24486;193;4;0;0;0;1
138.197.222.35;138.197.222.35;1080;202;1800;5393015;US;United States;"""Santa Clara""";26141;188;4;0;0;0;1
138.197.204.55;138.197.204.55;1080;202;1780;5393015;US;United States;"""Santa Clara""";25968;189;4;0;0;0;1
45.55.27.161;45.55.27.161;1080;202;1800;5391959;US;United States;"""San Francisco""";27494;140;4;0;0;0;1
138.68.24.145;138.68.24.145;1080;202;1780;5393015;US;United States;"""Santa Clara""";26757;207;4;0;0;0;1
139.59.61.229;139.59.61.229;1080;202;1620;1277333;IN;India;Bengaluru;9850;107;4;0;0;0;1
45.55.9.218;45.55.9.218;1080;202;1800;5391959;US;United States;"""San Francisco""";17321;137;4;0;0;0;1
139.59.59.63;139.59.59.63;1080;202;1640;1277333;IN;India;Bengaluru;10299;67;4;0;0;0;1
139.59.53.105;139.59.53.105;1080;202;1660;1277333;IN;India;Bengaluru;9369;70;4;0;0;0;1
139.59.53.106;139.59.53.106;1080;202;1700;1277333;IN;India;Bengaluru;10483;75;4;0;0;0;1
139.59.53.107;139.59.53.107;1080;202;1740;1277333;IN;India;Bengaluru;7797;119;4;0;0;0;1
139.59.101.223;139.59.101.223;3128;202;1660;1277333;IN;India;Bengaluru;9483;169;4;1;0;0;0
196.38.150.104;196.38.150.104;8082;202;1500;3369157;ZA;South Africa;"""Cape Town""";512;68;4;0;0;0;1
68.183.123.186;68.183.123.186;8080;202;2640;5101879;US;United States;"""North Bergen""";949;252;1;1;0;0;0
138.197.157.44;138.197.157.44;1080;203;1400;6167865;CA;Canada;Toronto;28361;197;4;0;0;0;1
138.197.157.32;138.197.157.32;1080;203;1420;6167865;CA;Canada;Toronto;28363;246;4;0;0;0;1
162.243.108.141;162.243.108.141;1080;203;1160;5128581;US;United States;"""New York""";30088;220;4;0;0;0;1
162.243.108.129;162.243.108.129;1080;203;1160;5128581;US;United States;"""New York""";29505;241;4;0;0;0;1
162.243.108.161;162.243.108.161;1080;203;1160;5128581;US;United States;"""New York""";30241;248;4;0;0;0;1
198.199.120.102;198.199.120.102;1080;203;1180;5101879;US;United States;"""North Bergen""";32038;220;4;0;0;0;1
67.205.174.209;67.205.174.209;1080;203;1160;5101879;US;United States;"""North Bergen""";30671;227;4;0;0;0;1
192.241.245.207;192.241.245.207;1080;203;1160;5128581;US;United States;"""New York""";16102;169;4;0;0;0;1
166.62.43.205;166.62.43.205;2606;203;3060;5313457;US;United States;Scottsdale;961;59;4;0;0;1;0
88.198.24.108;88.198.24.108;1080;204;800;2861650;DE;Germany;Nuremberg;35857;525;4;0;0;0;1
188.226.141.61;188.226.141.61;1080;204;700;2759794;NL;Netherlands;Amsterdam;25722;252;4;0;0;0;1
95.85.36.236;95.85.36.236;1080;204;680;2759794;NL;Netherlands;Amsterdam;26861;162;4;0;0;0;1
207.154.231.216;207.154.231.216;1080;204;660;2925533;DE;Germany;"""Frankfurt am Main""";27869;219;4;0;0;0;1
198.98.55.168;198.98.55.168;8080;205;1700;5110629;US;United States;Buffalo;3495;890;1;1;0;0;0
46.235.53.26;46.235.53.26;3128;205;100;524901;RU;Russian Federation;Moscow;2689;960;4;1;0;0;0
157.245.61.250;157.245.61.250;8080;207;2260;1880251;SG;Singapore;;729;188;1;1;0;0;0
102.141.197.17;102.141.197.17;8080;208;4540;51537;SO;Somalia;;401;515;1;1;0;0;0
202.147.207.253;202.147.207.253;38646;210;3400;1642911;ID;Indonesia;Jakarta;51;121;4;1;0;0;0
117.208.148.72;117.208.148.72;3128;211;2120;1265491;IN;India;Kurnool;354;357;1;1;0;0;0
212.19.4.58;212.19.4.58;8080;213;1200;2022890;RU;Russian Federation;Khabarovsk;91;190;1;1;0;0;0
77.94.112.234;77.94.112.234;32222;214;1240;479561;RU;Russian Federation;Ufa;892;901;4;1;0;0;0
138.68.240.218;138.68.240.218;8080;215;1500;5393015;US;United States;"""Santa Clara""";16708;442;4;1;0;0;0
138.68.240.218;138.68.240.218;3128;215;1520;5393015;US;United States;"""Santa Clara""";14039;221;4;1;0;0;0
138.68.24.145;138.68.24.145;8080;215;1520;5393015;US;United States;"""Santa Clara""";16028;480;4;1;0;0;0
138.197.204.55;138.197.204.55;3128;215;1460;6167865;CA;Canada;Toronto;13570;264;4;1;0;0;0
45.55.23.78;45.55.23.78;8080;215;1540;5391959;US;United States;"""San Francisco""";14059;202;4;1;0;0;0
67.205.149.230;67.205.149.230;3128;215;1060;5128581;US;United States;"""New York""";12630;258;4;1;0;0;0
138.68.41.90;138.68.41.90;8080;215;1480;5128581;US;United States;"""New York""";14922;363;4;1;0;0;0
45.55.9.218;45.55.9.218;8080;215;1520;5391959;US;United States;"""San Francisco""";13930;450;4;1;0;0;0
45.55.9.218;45.55.9.218;3128;215;1520;5391959;US;United States;"""San Francisco""";11173;279;4;1;0;0;0
67.205.132.241;67.205.132.241;8080;216;920;5101879;US;United States;"""North Bergen""";14641;471;4;1;0;0;0
162.243.107.120;162.243.107.120;3128;216;920;5128581;US;United States;"""New York""";12770;274;4;1;0;0;0
198.199.120.102;198.199.120.102;8080;216;1000;5128581;US;United States;"""New York""";14869;197;4;1;0;0;0
162.243.108.129;162.243.108.129;8080;216;980;5128581;US;United States;"""New York""";15756;293;4;1;0;0;0
162.243.108.141;162.243.108.141;8080;216;920;5128581;US;United States;"""New York""";15179;244;4;1;0;0;0
162.243.108.161;162.243.108.161;3128;216;900;5128581;US;United States;"""New York""";13654;258;4;1;0;0;0
67.205.132.241;67.205.132.241;3128;216;900;5128581;US;United States;"""New York""";11608;276;4;1;0;0;0
138.68.24.145;138.68.24.145;3128;218;1520;5393015;US;United States;"""Santa Clara""";13454;293;4;1;0;0;0
138.68.41.90;138.68.41.90;3128;218;1500;5393015;US;United States;"""Santa Clara""";13611;548;4;1;0;0;0
67.205.146.29;67.205.146.29;3128;218;1340;5101879;US;United States;"""North Bergen""";12393;267;4;1;0;0;0
138.197.222.35;138.197.222.35;3128;218;1520;5393015;US;United States;"""Santa Clara""";12637;210;4;1;0;0;0
45.55.27.161;45.55.27.161;8080;218;1540;5391959;US;United States;"""San Francisco""";14006;232;4;1;0;0;0
45.55.27.15;45.55.27.15;8080;218;1520;5391959;US;United States;"""San Francisco""";15669;475;4;1;0;0;0
45.55.27.161;45.55.27.161;3128;218;1560;5391959;US;United States;"""San Francisco""";12749;375;4;1;0;0;0
45.55.23.78;45.55.23.78;3128;218;1560;5391959;US;United States;"""San Francisco""";13240;355;4;1;0;0;0
45.55.27.15;45.55.27.15;3128;218;1520;5391959;US;United States;"""San Francisco""";11907;247;4;1;0;0;0
138.197.222.35;138.197.222.35;8080;218;1520;6167865;CA;Canada;Toronto;17382;399;4;1;0;0;0
138.197.204.55;138.197.204.55;8080;218;1500;6167865;CA;Canada;Toronto;16247;369;4;1;0;0;0
198.199.119.119;198.199.119.119;3128;218;1520;5391959;US;United States;"""San Francisco""";7230;192;4;1;0;0;0
198.199.119.119;198.199.119.119;8080;218;1540;5391959;US;United States;"""San Francisco""";8085;340;4;1;0;0;0
67.205.174.209;67.205.174.209;8080;219;920;5101879;US;United States;"""North Bergen""";13639;291;4;1;0;0;0
67.205.149.230;67.205.149.230;8080;219;1060;5101879;US;United States;"""North Bergen""";15787;457;4;1;0;0;0
198.199.120.102;198.199.120.102;3128;219;1060;5128581;US;United States;"""New York""";15041;443;4;1;0;0;0
162.243.108.129;162.243.108.129;3128;219;1080;5128581;US;United States;"""New York""";14071;415;4;1;0;0;0
162.243.108.141;162.243.108.141;3128;219;920;5128581;US;United States;"""New York""";14461;425;4;1;0;0;0
162.243.108.161;162.243.108.161;8080;219;920;5128581;US;United States;"""New York""";16268;408;4;1;0;0;0
192.241.245.207;192.241.245.207;3128;219;940;5128581;US;United States;"""New York""";13190;456;4;1;0;0;0
192.241.245.207;192.241.245.207;8080;219;980;5128581;US;United States;"""New York""";14478;369;4;1;0;0;0
67.205.146.29;67.205.146.29;8080;219;940;4930505;US;United States;Beverly;16157;391;4;1;0;0;0
67.205.174.209;67.205.174.209;3128;219;920;5128581;US;United States;"""New York""";13492;474;4;1;0;0;0
1.0.0.76;1.0.0.76;80;225;220;8349238;AU;Australia;"""Parafield Gardens""";2091;0;1;1;0;0;0
209.97.162.185;209.97.162.185;8080;238;980;1880251;SG;Singapore;;205;25;3;1;1;0;0
94.16.120.18;94.16.120.18;5555;259;5100;2921044;DE;Germany;;7849;1418;4;1;0;0;0
91.121.76.179;91.121.76.179;80;262;5100;2990287;FR;France;Noeux-les-Mines;6;51;4;1;0;0;0
160.16.221.135;160.16.221.135;3128;266;2360;1853909;JP;Japan;Osaka;233;247;1;1;0;0;0
1.0.0.71;1.0.0.71;80;281;500;2061039;AU;Australia;Stirling;924;0;1;1;0;0;0
203.128.79.18;203.128.79.18;43227;286;5100;1642911;ID;Indonesia;Jakarta;177;281;4;1;0;0;0
124.40.248.202;124.40.248.202;8080;288;5100;1621177;ID;Indonesia;Yogyakarta;407;610;1;1;0;0;0
183.88.212.141;183.88.212.141;8080;315;1520;1609776;TH;Thailand;"""Khon Kaen""";9015;3422;1;1;0;0;0
116.197.130.98;116.197.130.98;8080;316;1980;1642911;ID;Indonesia;Jakarta;19;88;1;1;0;0;0
1.0.0.73;1.0.0.73;80;332;240;8349238;AU;Australia;"""Parafield Gardens""";2043;0;1;1;0;0;0
